artifact_id,copied_filename,original_filename,original_path,archive_path,tier,artifact_type,experiment,dataset_version,model,relevance,source_commit,date,sha256,file_size,original_or_derived,description
ART_0166,exam_simulator.py,exam_simulator.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/exam_simulator.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/exam_simulator.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,b60f08a7a08a276979fec1fac1396459c39e236d9f942c692cf26c6e6217145e,1624,ORIGINAL-COPY,Copied from simulators/exam_simulator.py
ART_0167,gaze_simulator.py,gaze_simulator.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/gaze_simulator.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/gaze_simulator.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,6dc1e812d72e110698157f9ff60afea738846b4c454e32b9bb76cd56ab810d09,1706,ORIGINAL-COPY,Copied from simulators/gaze_simulator.py
ART_0168,generate_dataset.py,generate_dataset.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/generate_dataset.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/generate_dataset.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,d8b66a139c9885e3cdd85c85f7a3db8cdc04113eb4cee11b61d774edc4f99e5a,4124,ORIGINAL-COPY,Copied from simulators/generate_dataset.py
ART_0169,generate_dataset_3.py,generate_dataset_3.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/generate_dataset_3.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/generate_dataset_3.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:20,77c93cec3a4155aa794f000813b6ee12beabfb68cc12e4daf81e48f11d7e3061,12327,ORIGINAL-COPY,Copied from simulators/generate_dataset_3.py
ART_0170,generate_stress_datasets.py,generate_stress_datasets.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/generate_stress_datasets.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/generate_stress_datasets.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,3f68ba65960b949d6084cc7192249d4f1ed93128157ea902cbeeec574a9a1f73,6071,ORIGINAL-COPY,Copied from simulators/generate_stress_datasets.py
ART_0171,mouse_simulator.py,mouse_simulator.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/mouse_simulator.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/mouse_simulator.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,5da128f688442b262702c2cf65fe4dec7b8c7920cc4aac76f6f393a064695377,3776,ORIGINAL-COPY,Copied from simulators/mouse_simulator.py
ART_0172,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/simulators/__init__.py,Research Paper/12_DATASETS/04_DATASET_GENERATION/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from simulators/__init__.py
ART_0173,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/__init__.py
ART_0174,dataset.py,dataset.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/data/dataset.py,Research Paper/03_SYSTEM_AND_METHOD/07_PREPROCESSING/dataset.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:27:38,f89fbf5e336322e5fa18fd485777f9fac03f21a101f783e4fe1c476509fde83e,6955,ORIGINAL-COPY,Copied from src/exam_proctoring/data/dataset.py
ART_0175,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/data/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/07_PREPROCESSING/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/data/__init__.py
ART_0176,benchmark.py,benchmark.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/benchmark.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/benchmark.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,4e0bc0b84b3291542bbcb734b9e271809d6738622be42409ba54730b1bbf0dce,9529,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/benchmark.py
ART_0177,camera.py,camera.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/camera.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/camera.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,0a83346cffbc0f0188988a6e1e686b6aa8e79680180e92cb9828654ba285cf74,2138,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/camera.py
ART_0178,environment_features.py,environment_features.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/environment_features.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/environment_features.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:48,ea5b52a184ca241a75ddf62bac3752db9e37bd8b1e4b06ba77c36ba99e28163b,16325,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/environment_features.py
ART_0179,env_fusion_adapter.py,env_fusion_adapter.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/env_fusion_adapter.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/env_fusion_adapter.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,ef9bc76842dbe046f76746d84ddcd101acc5fc337165fc1c3d1605f9be92d89f,3368,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/env_fusion_adapter.py
ART_0180,face_landmarks.py,face_landmarks.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/face_landmarks.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/face_landmarks.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e6e5232564a25897294b201b6b88cf1f4a01cab521554c03035d4e3692800f37,7449,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/face_landmarks.py
ART_0181,object_detector.py,object_detector.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/object_detector.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/object_detector.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,70bb51079d503af084ceae64f2acdab8c66c587e9c14a574bbbc592ea413c2d6,6068,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/object_detector.py
ART_0182,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/environment/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/04_ENVIRONMENT/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/environment/__init__.py
ART_0183,metrics.py,metrics.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/evaluation/metrics.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/metrics.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,894e670a5e1374016720adb141626db1aa131a144737ea59ddf56a70724061cc,2960,ORIGINAL-COPY,Copied from src/exam_proctoring/evaluation/metrics.py
ART_0184,utils.py,utils.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/evaluation/utils.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/utils.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,35a4ff9589ca83874c03f0c2614f65b54ecc0ed2e954cd2ca4032e4829d84276,9002,ORIGINAL-COPY,Copied from src/exam_proctoring/evaluation/utils.py
ART_0185,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/evaluation/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/evaluation/__init__.py
ART_0186,explainer.py,explainer.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/explainability/explainer.py,Research Paper/03_SYSTEM_AND_METHOD/09_EXPLAINABILITY/explainer.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 16:12:52,bce95d40c6783013092b609ae330bd6d89602b483f4ad09a12b3645e1f09aab8,2930,ORIGINAL-COPY,Copied from src/exam_proctoring/explainability/explainer.py
ART_0187,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/explainability/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/09_EXPLAINABILITY/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/explainability/__init__.py
ART_0188,calibration.py,calibration.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/gaze/calibration.py,Research Paper/03_SYSTEM_AND_METHOD/02_GAZE/calibration.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,7d7df54d604d3e0b36ccb06cd785959c5a871da8718437ff4296c4fae1b35f01,10871,ORIGINAL-COPY,Copied from src/exam_proctoring/gaze/calibration.py
ART_0189,feature_extractor.py,feature_extractor.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/gaze/feature_extractor.py,Research Paper/03_SYSTEM_AND_METHOD/02_GAZE/feature_extractor.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,ce0d594c2012ee3336dec51464d4d9ac9ffed1f69275148a8544757482222502,8338,ORIGINAL-COPY,Copied from src/exam_proctoring/gaze/feature_extractor.py
ART_0190,gaze_estimator.py,gaze_estimator.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/gaze/gaze_estimator.py,Research Paper/03_SYSTEM_AND_METHOD/02_GAZE/gaze_estimator.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,14a4ea4a3590809bb1c59b92308c6b7c70d2deeab0eb019fedc0a5470f375848,13440,ORIGINAL-COPY,Copied from src/exam_proctoring/gaze/gaze_estimator.py
ART_0191,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/gaze/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/02_GAZE/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/gaze/__init__.py
ART_0192,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/interaction/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/03_INTERACTION/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/interaction/__init__.py
ART_0193,adapter.py,adapter.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/models/adapter.py,Research Paper/03_SYSTEM_AND_METHOD/05_FUSION/adapter.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,af285f8aa0712821bc4995e5e9c410b9ec611c17def057c6cb9cd8830e26212b,1809,ORIGINAL-COPY,Copied from src/exam_proctoring/models/adapter.py
ART_0194,attention_fusion.py,attention_fusion.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/models/attention_fusion.py,Research Paper/03_SYSTEM_AND_METHOD/05_FUSION/attention_fusion.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,0a4f09388f270a003eee226a9a565243a8ecc7a0146e9e7f08422c1fcdfd29d1,2348,ORIGINAL-COPY,Copied from src/exam_proctoring/models/attention_fusion.py
ART_0195,registry.py,registry.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/models/registry.py,Research Paper/03_SYSTEM_AND_METHOD/05_FUSION/registry.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:58:02,6655e7e68c7745b8d5249daf1ebe72ee80e4b5d38f3b5ea672ba32488f21b905,3743,ORIGINAL-COPY,Copied from src/exam_proctoring/models/registry.py
ART_0196,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/models/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/05_FUSION/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,bdb60b021975c6982b7a72d5c10eec80c90779c72edeed2222d07729d4aa4b69,1035,ORIGINAL-COPY,Copied from src/exam_proctoring/models/__init__.py
ART_0197,trainer.py,trainer.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/training/trainer.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/trainer.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,11eefe15dbab46ec6d384a1564803df102dd6f9ec73edf5a513443744c263d01,4943,ORIGINAL-COPY,Copied from src/exam_proctoring/training/trainer.py
ART_0198,__init__.py,__init__.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/src/exam_proctoring/training/__init__.py,Research Paper/03_SYSTEM_AND_METHOD/01_ARCHITECTURE/__init__.py,TIER B,general,ALL,UNKNOWN,N/A,TIER B,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,ORIGINAL-COPY,Copied from src/exam_proctoring/training/__init__.py
ART_0199,gpu_pytorch_test.py,gpu_pytorch_test.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/gpu_pytorch_test.py,Research Paper/13_HISTORY/01_INITIAL_STATE/gpu_pytorch_test.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,9d713820a0184c61192fac177787112ca948f1cbf6aff40fe98e3c1bdcd9392a,393,ORIGINAL-COPY,Copied from tests/gpu_pytorch_test.py
ART_0200,library_check.py,library_check.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/library_check.py,Research Paper/13_HISTORY/01_INITIAL_STATE/library_check.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,27ec8a1322cb104672bd24475aae9f4685a25c02320ddd75b7aeb2d8c3c0ec4b,1152,ORIGINAL-COPY,Copied from tests/library_check.py
ART_0201,test_simulators.py,test_simulators.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/data/test_simulators.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_simulators.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:28:29,491777c2f8daf47daba060fb98ef50b7fbf0c85f429824fdf090f8f9b48c1c29,4460,ORIGINAL-COPY,Copied from tests/data/test_simulators.py
ART_0202,test_attention_fusion.py,test_attention_fusion.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/integration/test_attention_fusion.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_attention_fusion.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,99fb89c8fdc5ab0c2ebb4880270a8e723a5f5af3a9f4a7dff6f4ce12a2f07a42,594,ORIGINAL-COPY,Copied from tests/integration/test_attention_fusion.py
ART_0203,test_gaze_fusion_integration.py,test_gaze_fusion_integration.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/integration/test_gaze_fusion_integration.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_gaze_fusion_integration.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,04ccfe65ce308d927ad2b6c603714e5c29ff823b7f257289a2c0c7cbcfbd96ac,1620,ORIGINAL-COPY,Copied from tests/integration/test_gaze_fusion_integration.py
ART_0204,test_environment.py,test_environment.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/unit/test_environment.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_environment.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:15:03,10c7383411db95653688202ef0391e2d1638156e96999f5c845dc129dfe0e370,1163,ORIGINAL-COPY,Copied from tests/unit/test_environment.py
ART_0205,test_gaze_calibration.py,test_gaze_calibration.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/unit/test_gaze_calibration.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_gaze_calibration.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,5f7c0f5f85ddc63b6f0de4940cdf528bae15364bd074a6ee9501d911425d5aeb,3333,ORIGINAL-COPY,Copied from tests/unit/test_gaze_calibration.py
ART_0206,test_gaze_estimator.py,test_gaze_estimator.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/unit/test_gaze_estimator.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_gaze_estimator.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,0010afd43c87bec3975f08b1b22e60de51e76e6aca3ebbdcc770e52b4596c14d,2211,ORIGINAL-COPY,Copied from tests/unit/test_gaze_estimator.py
ART_0207,test_gaze_features.py,test_gaze_features.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/unit/test_gaze_features.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_gaze_features.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,a7b3e16a55558aa2759797eabe4550f5c717a7f518cc13630630e41774c76644,3156,ORIGINAL-COPY,Copied from tests/unit/test_gaze_features.py
ART_0208,test_models_stack.py,test_models_stack.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/tests/unit/test_models_stack.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_models_stack.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,be0c0846c4ebd548134ae5445bef460b2ded7a108d5da5dbff814ba74294e7f4,1081,ORIGINAL-COPY,Copied from tests/unit/test_models_stack.py
ART_0209,trainer.py,trainer.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/training/trainer.py,Research Paper/13_HISTORY/01_INITIAL_STATE/trainer.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,10f648bca08541fc3292bd7f80c0b08ab8696e25cee6de22d5f75f90367817dc,79,ORIGINAL-COPY,Copied from training/trainer.py
ART_0210,train_one.py,train_one.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/training/train_one.py,Research Paper/13_HISTORY/01_INITIAL_STATE/train_one.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:27:47,ffd8861f51d92fb79d262891e63e4f4b19ccbc2d01d5de0974e89d6b3a3bd558,3921,ORIGINAL-COPY,Copied from training/train_one.py
