artifact_id,copied_filename,original_filename,original_path,archive_path,tier,artifact_type,experiment,dataset_version,model,relevance,source_commit,date,sha256,file_size,original_or_derived,description
ART_0001,CLAUDE.md,CLAUDE.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/CLAUDE.md,Research Paper/13_HISTORY/01_INITIAL_STATE/CLAUDE.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-30 13:13:34,fa5f708c47350829bf1ca6155f74e960f0fc362e9256de2ad83585520fae4662,7055,ORIGINAL-COPY,Copied from CLAUDE.md
ART_0002,FINAL_REPORT.md,FINAL_REPORT.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/FINAL_REPORT.md,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/04_COMMANDS/FINAL_REPORT.md,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 16:13:33,77bd1ca40affe25af3f3f1ae4356b71e5e749a59cac5e9658cfd109f20134f5f,4834,ORIGINAL-COPY,Copied from FINAL_REPORT.md
ART_0003,pyproject.toml,pyproject.toml,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/pyproject.toml,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/03_ENVIRONMENT/pyproject.toml,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,f7cbc0c27356ee72ac8a35d3ee7e7103775cda47d620aea5f108e80b89aa77a9,597,ORIGINAL-COPY,Copied from pyproject.toml
ART_0004,README.md,README.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/README.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:06,d800701892241adbed2fcf43fc91476020020fb27115cd5d6b87c47957dd4866,12290,ORIGINAL-COPY,Copied from README.md
ART_0005,REPRODUCTION.md,REPRODUCTION.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/REPRODUCTION.md,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/06_REPRODUCTION/REPRODUCTION.md,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 16:13:13,653b604a706b8166d542ab93f06d5308d4535d4abac00e258ccf35cdf04f7ea5,1901,ORIGINAL-COPY,Copied from REPRODUCTION.md
ART_0006,requirements-lock.txt,requirements-lock.txt,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/requirements-lock.txt,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/03_ENVIRONMENT/requirements-lock.txt,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,560017366e614781a1fab93ca28707bd6885d8b689278812fe088d040e33c58c,32451,ORIGINAL-COPY,Copied from requirements-lock.txt
ART_0007,requirements.txt,requirements.txt,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/requirements.txt,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/03_ENVIRONMENT/requirements.txt,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,486e25cd2ba3bed80b2933cc1d4c9e7c9a2aa2c15bfa2c1aa54dafd95f7921f9,344,ORIGINAL-COPY,Copied from requirements.txt
ART_0008,run_experiments.py,run_experiments.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/run_experiments.py,Research Paper/03_SYSTEM_AND_METHOD/08_INFERENCE/run_experiments.py,TIER A,general,CURRENT_FINAL_EXPERIMENT,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:58:18,892f7eae68bdca1f2d085897b2cb3a738b57e464dd0c18405a7c664fe1ac6511,15064,ORIGINAL-COPY,Copied from run_experiments.py
ART_0009,settings.local.json.template,settings.local.json.template,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.claude/settings.local.json.template,Research Paper/13_HISTORY/01_INITIAL_STATE/settings.local.json.template,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:13:49,bd68f1b667001a65979d2a77389c5955bced67d022377e94acab2a87bd89b3dd,472,ORIGINAL-COPY,Copied from .claude/settings.local.json.template
ART_0010,CACHEDIR.TAG,CACHEDIR.TAG,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.pytest_cache/CACHEDIR.TAG,Research Paper/13_HISTORY/01_INITIAL_STATE/CACHEDIR.TAG,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-25 17:16:50,37dc88ef9a0abeddbe81053a6dd8fdfb13afb613045ea1eb4a5c815a74a3bde4,191,ORIGINAL-COPY,Copied from .pytest_cache/CACHEDIR.TAG
ART_0011,README.md,README.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.pytest_cache/README.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-25 17:16:50,73fd6fccdd802c419a6b2d983d6c3173b7da97558ac4b589edec2dfe443db9ad,302,ORIGINAL-COPY,Copied from .pytest_cache/README.md
ART_0012,lastfailed,lastfailed,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.pytest_cache/v/cache/lastfailed,Research Paper/13_HISTORY/01_INITIAL_STATE/lastfailed,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:54:33,56c5c3bc748959d214d17254d23949f280ef23fd5959283bd5ecf38f4e1d00de,191,ORIGINAL-COPY,Copied from .pytest_cache/v/cache/lastfailed
ART_0013,nodeids,nodeids,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.pytest_cache/v/cache/nodeids,Research Paper/13_HISTORY/01_INITIAL_STATE/nodeids,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 16:13:23,5b9a76137007bc6c1c790594186ede13806cd36f1bbf5e0704ae0b5b9f792082,3219,ORIGINAL-COPY,Copied from .pytest_cache/v/cache/nodeids
ART_0014,stepwise,stepwise,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/.pytest_cache/v/cache/stepwise,Research Paper/13_HISTORY/01_INITIAL_STATE/stepwise,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:15:10,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,2,ORIGINAL-COPY,Copied from .pytest_cache/v/cache/stepwise
ART_0015,README.md,README.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/README.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,5cce357d6c3c5b3411809ab48c360d5b57d44ce3607749547baa0290c92331c9,457,ORIGINAL-COPY,Copied from archive/README.md
ART_0016,README_P2.md,README_P2.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/README_P2.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README_P2.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,4a3c6073b6664482d6d2cad19c5f3f17f11223d61557d3d1d4fbf10dd443b89f,667,ORIGINAL-COPY,Copied from archive/README_P2.md
ART_0017,README_p3.md,README_p3.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/README_p3.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README_p3.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,73dcde937c6cef67eadc81d4e8645490932fb4d60b991cb93c89e1a111a64378,10307,ORIGINAL-COPY,Copied from archive/README_p3.md
ART_0018,run_tests.sh,run_tests.sh,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/run_tests.sh,Research Paper/13_HISTORY/01_INITIAL_STATE/run_tests.sh,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,912f83e50fed03314f63824d2a638dc09a7867f032e023dd8fd5dcd24801a11e,303,ORIGINAL-COPY,Copied from archive/run_tests.sh
ART_0019,dataset_day1_sample.csv,dataset_day1_sample.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/data/dataset_day1_sample.csv,Research Paper/13_HISTORY/01_INITIAL_STATE/dataset_day1_sample.csv,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,14a31e2a8f4c0dd193b9ac7410837941c665dcc3a571c2e44395dc42cb2fa184,27503,ORIGINAL-COPY,Copied from archive/data/dataset_day1_sample.csv
ART_0020,Complete_Plan.md,Complete_Plan.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/legacy/Complete_Plan.md,Research Paper/13_HISTORY/01_INITIAL_STATE/Complete_Plan.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-28 11:50:24,dc9df116432db9347eace95cb032b232a0cfed60044435df69962f0a7d4a0570,64689,ORIGINAL-COPY,Copied from archive/legacy/Complete_Plan.md
ART_0021,Literature_Review_and_Novelty_Assessment.pdf,Literature_Review_and_Novelty_Assessment.pdf,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/legacy/Literature_Review_and_Novelty_Assessment.pdf,Research Paper/02_RESEARCH_DESIGN/03_LITERATURE_REVIEW/Literature_Review_and_Novelty_Assessment.pdf,TIER A,general,ALL,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-28 11:50:24,1bf49329340c49e08ddda181da11faf787c6d52f7cda8721dda874649aa01baa,371552,ORIGINAL-COPY,Copied from archive/legacy/Literature_Review_and_Novelty_Assessment.pdf
ART_0022,ONE_WEEK_SPRINT_PLAN.md,ONE_WEEK_SPRINT_PLAN.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/legacy/ONE_WEEK_SPRINT_PLAN.md,Research Paper/13_HISTORY/01_INITIAL_STATE/ONE_WEEK_SPRINT_PLAN.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-28 11:50:24,95ec8fa50192a64d54a1407b9e29ee2d335b16eec78a61699d4237799d848de9,59857,ORIGINAL-COPY,Copied from archive/legacy/ONE_WEEK_SPRINT_PLAN.md
ART_0023,Research Paper - Execution Plan Split.pdf,Research Paper - Execution Plan Split.pdf,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/legacy/Research Paper - Execution Plan Split.pdf,Research Paper/13_HISTORY/01_INITIAL_STATE/Research Paper - Execution Plan Split.pdf,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-28 11:50:24,69dbf7ea02fd912db8cd8b0e8c75a5611ff510dbc99b11c03ef5ae41d3e6d22d,372684,ORIGINAL-COPY,Copied from archive/legacy/Research Paper - Execution Plan Split.pdf
ART_0024,generate_large_scale_dataset.py,generate_large_scale_dataset.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/obsolete_code/P2/simulators/generate_large_scale_dataset.py,Research Paper/13_HISTORY/01_INITIAL_STATE/generate_large_scale_dataset.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:13:49,4c5cbfd231119aa00e5c0a598c172874de0d19907efd0bb1c22f17018744faa1,26268,ORIGINAL-COPY,Copied from archive/obsolete_code/P2/simulators/generate_large_scale_dataset.py
ART_0025,test_object_detection.py,test_object_detection.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/obsolete_code/p3/tests/test_object_detection.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_object_detection.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,9de4211a9f9c5f91ff44ea1f9af96fda71f524947c72f80eb50b91cd708bc2db,7491,ORIGINAL-COPY,Copied from archive/obsolete_code/p3/tests/test_object_detection.py
ART_0026,test_environment_features.py,test_environment_features.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/archive/tests/test_environment_features.py,Research Paper/13_HISTORY/01_INITIAL_STATE/test_environment_features.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:14:12,42f7dcd81228d3436eb17adb20dc3eda0b18e74de775a41317a63974f0c02d39,18727,ORIGINAL-COPY,Copied from archive/tests/test_environment_features.py
ART_0027,experiment_config.yaml,experiment_config.yaml,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/configs/experiment_config.yaml,Research Paper/09_TRAINING_AND_REPRODUCIBILITY/01_TRAINING_CONFIGS/experiment_config.yaml,TIER A,general,ALL,UNKNOWN,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:49,bfe9bbad801f0fad4989b2f8b0d3f2497ad554b6adbbc59d8ca5ef7d332d185c,253,ORIGINAL-COPY,Copied from configs/experiment_config.yaml
ART_0028,dataset.py,dataset.py,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset.py,Research Paper/13_HISTORY/01_INITIAL_STATE/dataset.py,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,6d571f0a9ece24ca1c72f4d1a127d0bf96cdb15d15c9f1a46532896635b60a08,351,ORIGINAL-COPY,Copied from data/dataset.py
ART_0029,README.md,README.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/README.md,Research Paper/13_HISTORY/01_INITIAL_STATE/README.md,TIER C,general,GENERAL,UNKNOWN,N/A,TIER C,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,c9f1eea753f5d264ec7879d2bc9ce3ce109d22a50a4058a28122b5bfdfabab68,929,ORIGINAL-COPY,Copied from data/README.md
ART_0030,dataset.csv,dataset.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_1_initial/synthetic/dataset.csv,Research Paper/12_DATASETS/01_INITIAL/dataset.csv,TIER A,general,FIRST_EXPERIMENT,Dataset 1 (Initial Synthetic),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,d0367c9a199c5b93163b18c57e5ed357423398e4166ba61cfbccd9bbf1bbb2c8,1077067,ORIGINAL-COPY,Copied from data/dataset_1_initial/synthetic/dataset.csv
ART_0031,data_quality_report.md,data_quality_report.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_1_initial/synthetic/data_quality_report.md,Research Paper/12_DATASETS/01_INITIAL/data_quality_report.md,TIER A,general,FIRST_EXPERIMENT,Dataset 1 (Initial Synthetic),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,5c29a5b9a354c5db142851bf6dfdecf1cb15e99b3411e03ab254c3e5cb30c80c,1323,ORIGINAL-COPY,Copied from data/dataset_1_initial/synthetic/data_quality_report.md
ART_0032,feature_description.md,feature_description.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_1_initial/synthetic/feature_description.md,Research Paper/12_DATASETS/01_INITIAL/feature_description.md,TIER A,general,FIRST_EXPERIMENT,Dataset 1 (Initial Synthetic),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,7eee72797b7d7f74b51e7e42ec9ce966c8957806b237baa4baf4a01653f83958,2566,ORIGINAL-COPY,Copied from data/dataset_1_initial/synthetic/feature_description.md
ART_0033,generation_config.json,generation_config.json,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_1_initial/synthetic/generation_config.json,Research Paper/12_DATASETS/01_INITIAL/generation_config.json,TIER A,general,FIRST_EXPERIMENT,Dataset 1 (Initial Synthetic),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,0c2431a7a357b7eacd36be3389c214521f3e27dc529f0139693aa86ba6096ef7,664,ORIGINAL-COPY,Copied from data/dataset_1_initial/synthetic/generation_config.json
ART_0034,metadata.json,metadata.json,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_1_initial/synthetic/metadata.json,Research Paper/12_DATASETS/01_INITIAL/metadata.json,TIER A,general,FIRST_EXPERIMENT,Dataset 1 (Initial Synthetic),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,77c3653c3924ffb5b20bbc39a3ad7912c4f03cc286d77cef6eb62134e3d75947,405,ORIGINAL-COPY,Copied from data/dataset_1_initial/synthetic/metadata.json
ART_0035,distribution_audit.json,distribution_audit.json,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_2_new/large_scale/distribution_audit.json,Research Paper/12_DATASETS/02_LARGE_SCALE/distribution_audit.json,TIER A,general,HISTORICAL_INTERMEDIATE,Dataset 2 (Large Scale Unbalanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:13:49,89bb3831f6c3576f00b074d42f75de39d4d53b73a2eb31170f63a19afb77e348,3225,ORIGINAL-COPY,Copied from data/dataset_2_new/large_scale/distribution_audit.json
ART_0036,large_scale_dataset.csv,large_scale_dataset.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_2_new/large_scale/large_scale_dataset.csv,Research Paper/12_DATASETS/02_LARGE_SCALE/large_scale_dataset.csv,TIER A,general,HISTORICAL_INTERMEDIATE,Dataset 2 (Large Scale Unbalanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:13:49,bcade93d7b3237704c8207af371d1ca579af6dd76bf746d183a62af5532b07cb,42832430,ORIGINAL-COPY,Copied from data/dataset_2_new/large_scale/large_scale_dataset.csv
ART_0037,metadata.json,metadata.json,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_2_new/large_scale/metadata.json,Research Paper/12_DATASETS/02_LARGE_SCALE/metadata.json,TIER A,general,HISTORICAL_INTERMEDIATE,Dataset 2 (Large Scale Unbalanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:13:49,3e40e576f93464d99cd35443eff206d01bd47c42d19c230832e05a60e73aee18,3074,ORIGINAL-COPY,Copied from data/dataset_2_new/large_scale/metadata.json
ART_0038,dataset.csv,dataset.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_final_balanced/dataset.csv,Research Paper/12_DATASETS/03_FINAL_BALANCED/dataset.csv,TIER A,general,CURRENT_FINAL_EXPERIMENT,Dataset 3 (Final Balanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:32,0a3b1006e398cc82c54bacbcd10dbd2322721a3c1a104497f3ed51d65b58f2c0,72634045,ORIGINAL-COPY,Copied from data/dataset_final_balanced/dataset.csv
ART_0039,data_quality_report.md,data_quality_report.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_final_balanced/data_quality_report.md,Research Paper/12_DATASETS/03_FINAL_BALANCED/data_quality_report.md,TIER A,general,CURRENT_FINAL_EXPERIMENT,Dataset 3 (Final Balanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:32,2864d970f53df8cbd0dd6a84c7e08c8decaadd6add2a863640d5a19b2387a70b,651,ORIGINAL-COPY,Copied from data/dataset_final_balanced/data_quality_report.md
ART_0040,feature_description.md,feature_description.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_final_balanced/feature_description.md,Research Paper/12_DATASETS/03_FINAL_BALANCED/feature_description.md,TIER A,general,CURRENT_FINAL_EXPERIMENT,Dataset 3 (Final Balanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:14,889df2ea2b094b52cd5bf4b81e3d265a9d1c89e150b2f7f35757fa847a33769a,1301,ORIGINAL-COPY,Copied from data/dataset_final_balanced/feature_description.md
ART_0041,metadata.json,metadata.json,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/dataset_final_balanced/metadata.json,Research Paper/12_DATASETS/03_FINAL_BALANCED/metadata.json,TIER A,general,CURRENT_FINAL_EXPERIMENT,Dataset 3 (Final Balanced),N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-09-04 15:57:32,bc6e884a3179db6fcfcf8dd58b38dc34fc030aee68dbd462b3f0ccc87058cd1d,707,ORIGINAL-COPY,Copied from data/dataset_final_balanced/metadata.json
ART_0042,README.md,README.md,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/stress_tests/README.md,Research Paper/06_ROBUSTNESS/06_STRESS_DATA/README.md,TIER A,general,CURRENT_FINAL_EXPERIMENT,Stress Test Datasets,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,6b4d1455e1d59b6fdb8d21171772447e8bc9655d844368806b2164d0746d86aa,1314,ORIGINAL-COPY,Copied from data/stress_tests/README.md
ART_0043,test_a_noisy_gaze.csv,test_a_noisy_gaze.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/stress_tests/test_a_noisy_gaze.csv,Research Paper/06_ROBUSTNESS/06_STRESS_DATA/test_a_noisy_gaze.csv,TIER A,general,CURRENT_FINAL_EXPERIMENT,Stress Test Datasets,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,0aad2fed929bdaf532d93f21df6ef1c0911e32e717386f0dd55bd4bfc485bb5d,221418,ORIGINAL-COPY,Copied from data/stress_tests/test_a_noisy_gaze.csv
ART_0044,test_b_mouse_noise.csv,test_b_mouse_noise.csv,/media/adi/New Volume1/CUSAT Academics/Research Paper/NOVEL-FRAMEWORK-FOR-MALPRACTICE-DETECTION-DURING-ONLINE-EXAM/data/stress_tests/test_b_mouse_noise.csv,Research Paper/06_ROBUSTNESS/06_STRESS_DATA/test_b_mouse_noise.csv,TIER A,general,CURRENT_FINAL_EXPERIMENT,Stress Test Datasets,N/A,TIER A,ea95f5a0fb006bc09285f82e0de2905b9a7f826e,2026-08-29 13:31:31,91e37ec694d457e8e88423dabda641c0f745c695bc708128aac53e69277c372d,223328,ORIGINAL-COPY,Copied from data/stress_tests/test_b_mouse_noise.csv
